Year,Make,Model,Trim,Body,Transmission,Vehicle Identification Number,Odometer,Seller,Market Price,Selling Price,Sale Date,State
2007,Toyota,Highlander Hybrid,Base,SUV,Automatic,jteew21a270047186,131983,Boykin Motors Of Johnston Co Inc,8525,8900,2015-05-25,North Carolina
2013,Chevrolet,Silverado 1500,LT,Crew Cab,Automatic,3gcpcsea7dg173924,32963,Skyhigh Remarketing Inc,23000,24000,2015-03-03,California
2012,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap9cm937071,39811,Nissan Infiniti Lt,20400,17700,2015-01-13,Georgia
2013,Lexus,RX 350,Base,suv,Automatic,2t2zk1ba6dc096527,27659,Lexus Of North Miami,31300,29800,2015-05-27,Florida
2014,Ford,Escape,Titanium,suv,Automatic,1fmcu0j92eua91752,11358,Ford Motor Credit Company Llc Pd,23100,24300,2015-06-16,Missouri
2014,Mitsubishi,Outlander,ES,SUV,Automatic,ja4ad2a3xez011405,8861,Mmca  Inc,15600,15600,2015-02-06,Pennsylvania
2013,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk2du709156,37186,Ez Rent A Car Inc,14650,14200,2015-02-03,Florida
2013,Chevrolet,Camaro,LS,Coupe,Manual,2g1fe1e37d9199556,16535,Santander Consumer,16450,16200,2015-02-17,Ohio
2015,Kia,Sorento,LX,SUV,Automatic,5xyktca62fg585865,19825,Kia Motors America  Inc,19850,20400,2015-02-18,Wisconsin
2007,Ford,Edge,SEL Plus,SUV,Automatic,2fmdk39c37bb33608,110622,Caprock Auto Remarketing,7100,7300,2015-01-15,Texas
2007,Dodge,Ram Pickup 2500,SLT,Quad Cab,Automatic,1d7ks28c27j526234,158754,Tdaf Remarketing,17050,18200,2015-01-07,Texas
2014,Kia,Forte,LX,Sedan,Automatic,knafx4a62e5095880,37282,Avis Corporation,11200,11500,2015-03-03,Texas
2011,Honda,Odyssey,EX-L,Minivan,Automatic,5fnrl5h68bb086800,25574,Ahfc/Honda Lease Trust/Hvt  Inc.,20200,15600,2014-12-18,Georgia
2012,Nissan,370Z,Base,Coupe,Manual,jn1az4eh9cm563662,12418,Lynnes Nissan City Inc,22000,22750,2015-02-13,Pennsylvania
2012,Hyundai,Elantra,Limited,Sedan,Automatic,5npdh4ae6ch094775,26182,Hyundai Motor Finance,12750,12600,2014-12-30,Ohio
2007,Ford,F-150,XLT,SuperCab,Automatic,1ftrx12w67ka55061,254602,Ideal Transportation,1900,4400,2015-02-11,California
2014,Kia,Forte,LX,Sedan,Automatic,knafx4a68e5218470,6281,Kia Motors America  Inc,12750,13200,2015-01-28,Texas
2012,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap8cm931262,31258,Nissan Infiniti Lt,20100,23000,2015-02-25,California
2012,Toyota,Sienna,XLE 8-Passenger,Minivan,Automatic,5tdyk3dc7cs234267,37738,Bev Smith Toyota,23000,24900,2014-12-30,Florida
2013,Toyota,RAV4,LE,SUV,Automatic,2t3bfrev0dw047692,53642,The Hertz Corporation,16000,16101,2015-06-02,Ohio
2013,Chrysler,200,LX,Sedan,Automatic,1c3ccbag3dn722412,52629,Young Motors Llc,10100,10600,2015-01-29,Georgia
2011,Toyota,Sienna,Base 7-Passenger,Minivan,Automatic,5tdzk3dc4bs054263,103071,Vpsi  Inc,12000,9500,2015-02-11,New Jersey
2013,Ford,Escape,SE,SUV,Automatic,1fmcu0gx0dud57306,45981,Ge Fleet Services For Itself/Servicer,14700,14900,2015-03-04,Missouri
2013,Chrysler,200,Touring,Sedan,Automatic,1c3ccbbb4dn639266,50187,Dtg Operations Inc,10100,9700,2015-02-19,Indiana
2014,Ford,Fusion,SE,Sedan,Automatic,3fa6p0h92er345228,36263,Avis Budget Group,14400,14900,2015-05-19,Illinois
2013,Chevrolet,Malibu,Eco,Sedan,Automatic,1g11f5rr3df104690,32923,Us Bank,13800,14000,2015-02-10,Ohio
2013,Ford,Escape,SE,SUV,Automatic,1fmcu9g90duc21828,12682,Ford Motor Credit Company Llc,20400,20900,2015-03-10,Ohio
2008,Chevrolet,Impala,LS,sedan,Automatic,2g1wt58k081363802,95421,Remarketing By Ge/Michigan First Credit Union,5375,5900,2015-06-18,Michigan
2014,Chevrolet,Equinox,LT,SUV,Automatic,2gnalcek0e6113931,32105,Avis Corporation,18550,18700,2015-03-05,Arizona
2005,Chevrolet,Silverado 2500HD,Base,extended cab,Automatic,1gchc29u95e212806,175966,Mike Albert Limited,4925,3700,2015-06-04,Ohio
2013,Ford,Escape,SE,SUV,Automatic,1fmcu0gx5dub96760,27573,Ford Motor Credit Company Llc Pd,15150,15500,2015-01-08,California
2007,Mercedes-Benz,S-Class,S550,sedan,Automatic,wddng71x67a128078,92312,South Texas Auto Auction,17950,12500,2015-06-17,Texas
2012,Ford,Focus,SE,sedan,Automatic,1fahp3f21cl457353,36540,Ford Motor Credit Company Llc,9550,9800,2015-06-02,Ohio
2012,Chevrolet,Impala,LT Fleet,Sedan,Automatic,2g1wg5e34c1278231,61455,The Hertz Corporation,9150,9800,2015-01-20,California
2013,Ford,F-150,XLT,SuperCrew,Automatic,1ftfw1et0dfb77362,30951,Automobiles Paille Inc,26000,25500,2015-02-12,Michigan
2003,Mercedes-Benz,SL-Class,SL500,convertible,Automatic,wdbsk75f73f008380,32983,Mckenna Audi/Mckenna Bmw,16850,20000,2015-06-18,California
2013,Ford,Focus,SE,Hatchback,Automatic,1fadp3k2xdl311944,27988,Ford Motor Credit Company Llc Pd,11750,11000,2015-01-13,Georgia
2014,Ford,Explorer,XLT,SUV,Automatic,1fm5k8d8xegc27673,22923,Emkay Inc,29800,30750,2015-03-03,Illinois
2014,Honda,Insight,Base,Hatchback,Automatic,jhmze2h32es001180,2078,Honda Of Marysville,14050,14900,2015-01-28,Washington
2012,Honda,Accord,EX,Sedan,Automatic,1hgcp2f74ca022544,32237,Ahfc/Honda Lease Trust/Hvt  Inc. Eot,13750,14300,2015-02-13,Pennsylvania
2010,Mazda,Mazda6,i Sport,Sedan,Automatic,1yvhz8bh4a5m01141,104814,Santander Consumer,5550,4900,2015-02-18,Texas
2008,Ford,F-150,XLT,SuperCrew,Automatic,1ftpw12548fc27485,161715,Ge Fleet Services For Itself/Servicer,6775,5600,2015-01-22,California
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac2dh741422,46403,Avis Corporation,11900,11800,2015-02-04,Colorado
2011,Mazda,Mazda3,i Touring,Sedan,Manual,jm1bl1vg8b1392220,22121,Jpmorgan Chase Bank N.A.,10550,8900,2015-01-23,Pennsylvania
2008,Chevrolet,Avalanche,LT,Crew Cab,Automatic,3gnfk12378g233504,134866,Briggs Auto Group Inc,14250,13900,2015-03-04,Missouri
2004,Ford,Freestar,SE,Minivan,Automatic,2fmza51684ba55994,117012,Dt Inventory,1775,2900,2015-03-03,North Carolina
2004,Pontiac,Grand Am,GT,Coupe,Automatic,1g2nw12e34m679204,73180,Napletons Hyundai Of Aurora,2850,4100,2015-02-18,Wisconsin
2014,Ram,1500,Laramie,Crew Cab,Automatic,1c6rr7nt4es313564,12402,General American Rentals,35500,34700,2015-02-11,Pennsylvania
2006,Ford,Focus,ZX4 SES,Sedan,Automatic,1fafp34nx6w112569,154097,Santander Consumer,1575,1500,2015-02-03,Georgia
2006,Chevrolet,Impala,LT,Sedan,Automatic,2g1wc581269170007,135659,Santander Consumer,3775,2200,2015-01-12,Missouri
2012,Chevrolet,Malibu,LT,Sedan,Automatic,1g1zc5eu6cf298961,79356,Lease Plan Usa,8925,8900,2015-01-27,North Carolina
2013,Toyota,Highlander,Base,SUV,Automatic,5tdza3eh6ds041479,26034,American Road Leasing Inc,22700,22000,2015-05-27,California
2010,Chrysler,Town and Country,Touring,Minivan,Automatic,2a4rr5d13ar432743,93936,Primeritus Remarketing/Dai,7825,7800,2015-01-12,North Carolina
2006,Ford,Expedition,XLT,SUV,Automatic,1fmpu15586la64528,120338,The Car Exchange,4925,5400,2015-01-14,California
2011,Nissan,Rogue,S,SUV,Automatic,jn8as5mv2bw306543,34568,Nissan-Infiniti Lt,13100,12800,2015-01-30,Pennsylvania
2006,Dodge,Ram Pickup 1500,SLT,Quad Cab,Automatic,1d7ha182x6s675353,109878,Cm Investments,9375,8700,2015-02-18,Texas
2007,Cadillac,SRX,V6,SUV,Automatic,1gyee637870150557,152176,Bellamy Strickland Chev Gmc,3275,3700,2015-06-02,Georgia
2015,Hyundai,Sonata,Sport PZEV,Sedan,Automatic,5npe34af7fh101166,5602,Kilpatrick Chevrolet Inc,19650,20200,2015-06-09,Florida
2011,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac7bh091385,83543,Centennial Hyundai,8500,8500,2015-05-22,Nevada
2014,Infiniti,QX60,Base,suv,Automatic,5n1al0mn7ec503284,15486,Nissan Infiniti Lt,31600,41600,2015-06-02,Texas
2014,Honda,Accord,LX,sedan,Automatic,1hgcr2f32ea167673,28318,Ahfc/Honda Lease Trust/Hvt  Inc.,16850,15600,2015-06-17,New Jersey
2009,Ford,Taurus,SE,Sedan,Automatic,1fahp23w59g110532,116586,Emkay Inc,5500,4100,2015-02-17,Illinois
2011,Ford,F-150,XLT,SuperCrew,Automatic,1ftfw1cf3bkd39003,153154,Auto Sails Inc,11200,11700,2015-05-26,Florida
2003,Toyota,Camry Solara,SE V6,Convertible,Automatic,2t1ff28p53c604109,178828,Autonation Nissan Clearwater,1900,2600,2015-05-26,Florida
2012,Nissan,Maxima,3.5 S,Sedan,Automatic,1n4aa5ap2cc840655,61194,The Hertz Corporation,14800,14400,2015-02-17,California
2014,Ford,Fusion,SE,sedan,Automatic,3fa6p0h75er272869,37899,Avis Corporation,12750,13000,2015-06-03,Texas
2010,Jeep,Wrangler,Unlimited Sahara,SUV,Automatic,1j4ba5h11al200816,59903,Exceptional Motorcar Llc,22300,23200,2015-02-24,Ohio
2014,Honda,Accord,Sport,Sedan,Automatic,1hgcr2f50ea030572,22586,Ahfc/Honda Lease Trust/Hvt  Inc.,18250,18100,2014-12-19,Nevada
2010,Chevrolet,Impala,LT,Sedan,Automatic,2g1wb5ek6a1266648,115681,Fiserv/Crescent Bank & Trust,5450,4700,2015-02-24,Florida
2012,Volkswagen,CC,Sport PZEV,Sedan,Automatic,wvwmp7an2ce546158,28137,Expert Auto Group Inc,14050,15200,2015-01-08,Florida
2010,Toyota,Camry,LE,sedan,Automatic,4t4bf3ek1ar073814,63075,Santander Consumer,9150,7400,2015-06-16,Illinois
2008,Mercedes-Benz,C-Class,C300 Sport,sedan,Automatic,wddgf54x78r037707,90509,Exeter Finance Corp,12150,12700,2015-06-18,Mississippi
2004,Dodge,Durango,SLT,SUV,Automatic,1d4hd48n04f223255,168797,Lenders Assistance Corporation,2125,2000,2014-12-30,North Carolina
2014,Ford,Escape,SE,SUV,Automatic,1fmcu0gx6eua44634,24251,Ford Motor Credit Company Llc,16650,17100,2014-12-23,Michigan
2013,Ford,Taurus,SEL,Sedan,Automatic,1fahp2e89dg101663,66099,Lease Plan Usa,12700,12900,2015-02-18,Pennsylvania
2007,Chevrolet,Malibu,LT,Sedan,Automatic,1g1zt58n37f179727,168850,Santander Consumer,1575,2700,2015-03-03,Ohio
2010,Audi,A4,2.0T Avant Premium quattro,Wagon,Automatic,wauwfafl4aa098720,57014,Jm Lexus,18200,19100,2015-01-23,Florida
2013,Lexus,IS 250,Base,Sedan,Automatic,jthbf5c23d5188778,22598,Lexus Financial Services,23900,23300,2015-02-03,Florida
2004,Chrysler,Town and Country,LX Family Value,Minivan,Automatic,2c4gp44r74r593877,139832,Autonation Ford Fort Lauderdale,1300,1200,2015-05-26,Florida
2010,Honda,CR-V,LX,suv,Automatic,5j6re4h32al019044,140939,Auto Sails Inc,10300,10500,2015-06-16,Florida
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae4dh349277,37871,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11250,8900,2015-01-13,California
2005,Toyota,Sienna,CE 7-Passenger,Minivan,Automatic,5tdza23c65s243466,120249,Twin Motor,5150,6300,2015-02-10,California
2013,Toyota,Corolla,LE,Sedan,Automatic,5yfbu4ee6dp123001,55224,Fox Rent A Car,10800,11400,2015-02-24,Florida
2014,Kia,Forte,LX,Sedan,Automatic,knafx4a61e5220819,9961,Kia Motors America  Inc,12750,12600,2015-02-17,Ohio
2003,Chevrolet,Monte Carlo,LS,Coupe,Automatic,2g1ww12e939368431,138524,Toyota Of Naperville Inc,1975,750,2015-01-20,Illinois
2003,Acura,MDX,Touring,SUV,Automatic,2hnyd18633h513887,169530,Primeritus Remarketing/Cci,3775,3400,2014-12-29,North Carolina
2008,Ford,Escape,XLT,SUV,Automatic,1fmcu03158kc25466,135485,Capital One Auto Finance,5275,5300,2015-02-11,Wisconsin
2013,Honda,Pilot,Touring w/Navigation and Rear Entertainment,suv,Automatic,5fnyf4h98db060482,45747,Honda Of America Manufacturing,28200,28000,2015-06-11,Indiana
2003,Chevrolet,Silverado 1500,Base,Extended Cab,Automatic,2gcec19v631269873,142014,Repo Remarketing/Coast Hills Fcu,3550,2400,2015-01-14,California
2013,Dodge,Grand Caravan,SE,minivan,Automatic,2c4rdgbg4dr752570,35918,Chrysler Capital,12750,13600,2015-06-04,Minnesota
2014,Kia,Sorento,EX,SUV,Automatic,5xykuda75eg507297,13188,Gateway Chevrolet,24100,23800,2015-02-04,Minnesota
2014,Hyundai,Elantra,SE,Sedan,Automatic,5npdh4ae0eh526053,19537,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,13050,7100,2015-01-27,California
2013,Ford,Fusion,SE,Sedan,Automatic,3fa6p0hr2dr118118,11946,Ford Motor Credit Company Llc,15950,15100,2015-01-22,Michigan
2007,Toyota,Prius,Touring,Hatchback,Automatic,jtdkb20ux77652899,182185,Ge Fleet Services For Itself/Servicer,3100,3000,2015-01-29,Arizona
2008,Nissan,Versa,1.8 S,Sedan,Automatic,3n1bc11e18l397090,123250,Santander Consumer,4275,3700,2015-01-13,Georgia
2011,Kia,Sorento,EX,SUV,Automatic,5xyku4a13bg028884,114680,Santander Consumer,9600,10100,2015-02-17,Tennessee
2008,Chevrolet,Cobalt,LT,Sedan,Automatic,1g1al58f587209392,109243,Remarketing By Ge/Firelands Fcu,3525,2600,2015-01-20,Ohio
2012,Honda,Odyssey,EX-L,minivan,Automatic,5fnrl5h68cb078729,40839,Rick Case Honda,21300,23000,2015-06-16,Florida
2012,Ford,Escape,Limited,suv,Automatic,1fmcu0egxckc60451,26007,Ford Motor Credit Company Llc,17650,17500,2015-06-03,Tennessee
2007,Lincoln,Navigator,Luxury,SUV,Automatic,5lmfu28537lj10925,107836,Hornburg Jaguar,11450,10100,2014-12-17,California
2012,Nissan,Rogue,S,suv,Automatic,jn8as5mv1cw704215,16127,Nissan-Infiniti Lt,14200,13300,2015-06-19,Pennsylvania
2009,BMW,7 Series,750Li,Sedan,Automatic,wbakb83599cy58083,75072,Financial Services Remarketing (Lease),26300,23250,2015-02-11,New Jersey
2013,Nissan,Juke,S,Hatchback,Automatic,jn8af5mrxdt213040,24508,Enterprise Vehicle Exchange/Dfw Airport,14100,14500,2015-01-07,Texas
2006,Pontiac,Torrent,Base,SUV,Automatic,2ckdl73f666051626,65057,Adcock Brothers Inc,6475,7500,2015-02-18,Pennsylvania
1999,Nissan,Sentra,GXE,Sedan,Automatic,1n4ab41d7xc722412,167008,Autonation Nissan Pembroke Pines,750,300,2015-02-17,Florida
2009,Dodge,Ram Pickup 2500,Laramie,Quad Cab,Automatic,3d7ks28t09g504592,140464,Lexus Of Tacoma At Fife,10250,10100,2015-01-14,Washington
2004,Volkswagen,Jetta,GLS,Sedan,Automatic,3vwsk69m64m017879,88375,Autonation Chevrolet Airport,2325,2200,2015-03-03,Florida
2013,Volkswagen,Passat,SE PZEV,Sedan,Automatic,1vwbp7a36dc066379,23951,Us Bank,14600,14500,2014-12-30,California
2012,Nissan,Rogue,SV,SUV,Automatic,jn8as5mv7cw352905,46860,Nissan-Infiniti Lt,13500,14000,2015-05-27,Texas
2003,Chevrolet,Silverado 2500HD,Base,Crew Cab,Automatic,1gchk231x3f213200,200445,Remarketing By Ge/America First Credit Union,7825,9600,2015-01-08,Texas
2014,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk3eu363569,10643,Midway Hfc Fleet/Ars,16900,17500,2015-02-05,California
2003,Honda,Accord,EX V-6,Sedan,Automatic,1hgcm66533a011145,173737,Credit Acceptance Corp/Vrs/Southfield,3350,5000,2015-02-10,Georgia
2011,Subaru,Forester,2.5X Limited,suv,Automatic,jf2shbec7bh737296,45588,Napleton'S North Palm Lincoln,17800,17100,2015-06-16,Florida
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,Automatic,wddgf8ab1dr286296,16686,Ridgeway Auto Sales Inc,24900,24000,2015-01-21,Tennessee
2014,Dodge,Grand Caravan,SXT,Minivan,Automatic,2c4rdgcg7er154294,35010,Enterprise Veh Exchange/Rental,15950,15700,2015-01-06,Maryland
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Automatic,jn1cv6ek3dm920623,21499,Nissan Infiniti Lt,24200,44700,2015-01-28,California
2013,Chrysler,200,Touring,Sedan,Automatic,1c3ccbbb4dn721594,47785,The Hertz Corporation,9875,10300,2015-06-11,Nebraska
2013,Lincoln,MKX,Base,suv,Automatic,2lmdj8jk4dbl27518,27163,Ford Motor Credit Company Llc,28700,30100,2015-06-17,Tennessee
2014,Chevrolet,Tahoe,LT,SUV,Automatic,1gnscbe05er230423,21746,Economy Rent A Car & Sales Inc,33000,33400,2015-01-13,Georgia
2000,Nissan,Maxima,SE,Sedan,Automatic,jn1ca31d5yt722610,1,Car Hop,2125,400,2015-02-03,Illinois
2012,Ford,Explorer,Limited,SUV,Automatic,1fmhk8f84cga78295,39479,Ford Motor Credit Company Llc,27400,26200,2015-03-04,New York
2014,Ford,Escape,SE,SUV,Automatic,1fmcu0gx7eub29434,7686,Tdaf Remarketing,18400,18700,2015-02-18,Texas
2008,Scion,xD,Base,Hatchback,Automatic,jtkku10498j014242,69638,Regional Acceptance Corporation / Greensboro,6850,5600,2015-02-03,Texas
2004,BMW,5 Series,545i,Sedan,Manual,wbanb33504b088015,113287,East Bay Bmw,5575,7800,2015-01-14,California
2012,Audi,A4,2.0T Premium quattro,Sedan,Automatic,wauffafl4ca118354,40761,Vw Credit  Inc,20700,17600,2015-02-11,New Jersey
2012,Chevrolet,Equinox,LT,SUV,Automatic,2gnflee55c6145900,33696,Fiserv/Usb Dealer Services Northstar Exchange,17900,16000,2015-02-04,New Jersey
2012,Honda,Civic,EX-L,Sedan,Automatic,2hgfb2f94ch510780,34211,Ahfc/Honda Lease Trust/Hvt  Inc. Eot,12650,13800,2015-01-29,Georgia
2006,Mercedes-Benz,S-Class,S430,Sedan,Automatic,wdbng70j66a481800,120626,Mercedes Benz Of Ft Lauderdale,7900,6300,2015-03-10,Florida
2011,Cadillac,SRX,Luxury,SUV,Automatic,3gyfnaey1bs662790,29298,Remarketing By Ge/West Financial Acceptance,21300,19700,2015-02-11,Florida
2011,Ram,1500,Laramie,Crew Cab,Automatic,1d7rv1ct2bs641586,69383,Woodhouse Ford Inc,25200,26500,2015-03-05,Texas
2013,Dodge,Challenger,SXT,Coupe,Automatic,2c3cdyag3dh540735,15689,Contemporary Auto Sales,20100,21100,2015-02-24,Georgia
2012,Toyota,Camry,LE,Sedan,Automatic,4t4bf1fkxcr161492,22431,Toyota Financial Services,13800,13200,2015-01-14,New Jersey
2009,Honda,Civic,LX-S,Sedan,Automatic,2hgfa16609h324407,83556,Gm Financial,8300,8200,2015-05-26,Tennessee
2012,Porsche,911,Turbo,Coupe,Automatic,wp0ad2a99cs766397,25863,Flycatcher Llc,96000,94000,2015-02-19,Nevada
2005,Kia,Sorento,EX,suv,Automatic,kndjd733655336933,151565,Autonation Ford Littleton,2100,2400,2015-06-02,Colorado
2014,Jeep,Patriot,Limited,SUV,Automatic,1c4njrcb9ed842615,27188,Kc Landsmen Ars,18000,18100,2015-01-20,Missouri
2014,Audi,A6,TDI Premium Plus quattro,Sedan,Automatic,waufmafcxen114374,8551,Audi Henderson,46500,46100,2015-01-09,Nevada
2003,Honda,CR-V,LX,SUV,Automatic,shsrd78473u125068,165197,Burns Kull Inc,2950,2650,2015-02-04,New Jersey
2013,BMW,3 Series,328i,Sedan,Automatic,wba3a5c50df356835,12196,Summer Enterprises Of Miami Inc,25600,27900,2015-03-03,Florida
2012,Dodge,Grand Caravan,SXT,Minivan,Automatic,2c4rdgcg3cr318248,180057,Santander Consumer,7425,5500,2015-03-03,Tennessee
2013,Ford,Focus,SE,hatchback,Automatic,1fadp3k24dl341540,53971,The Hertz Corporation,9200,8800,2015-06-05,Pennsylvania
2015,Dodge,Grand Caravan,R/T,Minivan,Automatic,2c4rdgegxfr633713,26471,Budget Rent A Car/Wichita,22500,22300,2015-06-10,Missouri
2008,Chevrolet,Silverado 1500,LT1,regular cab,Automatic,1gcec14c78e143680,101170,Wells Fargo Dealer Services,7350,7700,2015-06-16,Ohio
2012,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac1ch385883,32614,Hyundai Motor Finance,11600,12200,2015-01-07,Texas
2007,Suzuki,XL7,Luxury,SUV,Automatic,2s3da417576113348,96092,Capital One Auto Finance,5275,4400,2015-03-03,Georgia
2006,Infiniti,M45,Base,Sedan,Automatic,jnkby01ex6m204929,128838,Santander Consumer,8150,9200,2015-02-03,Tennessee
2007,Ford,Mustang,Deluxe,Coupe,Automatic,1zvht80n775269577,94928,Fairway Ford Henderson,6600,6800,2015-01-07,Texas
2013,Toyota,Corolla,LE,Sedan,Automatic,5yfbu4ee8dp110105,48282,Avis Corporation,11300,12300,2015-02-04,Texas
2014,Honda,Civic,LX,Sedan,Automatic,19xfb2f56ee241529,13234,Ahfc/Honda Lease Trust/Hvt  Inc.,14400,15700,2015-02-26,California
2012,Infiniti,G Sedan,G37x,g sedan,Automatic,jn1cv6arxcm971585,51981,Infiniti Financial Services,17200,17800,2015-06-16,Ohio
2012,Nissan,Rogue,S,SUV,Automatic,jn8as5mvxcw709963,35015,Nissan-Infiniti Lt,14200,11500,2015-02-24,Tennessee
2015,Kia,Sorento,LX,SUV,Automatic,5xyktca64fg565147,10595,Kia Motors America  Inc,21000,20500,2015-01-09,Nevada
2004,Lincoln,Town Car,Signature,Sedan,Automatic,1lnhm81w04y619161,62200,Santander Consumer,4975,6000,2015-02-25,Texas
2009,Chevrolet,Traverse,LTZ,SUV,Automatic,1gnev33d49s123316,135666,Wells Fargo Dealer Services,10150,7600,2015-01-27,Ohio
2014,Toyota,Tacoma,Base,Access Cab,Automatic,5tftx4cn8ex041515,15390,Repo Remarketing/First Imperial Cu,19700,21250,2015-05-27,California
2002,Nissan,Altima,2.5 SL,sedan,Automatic,1n4al11d12c716271,180845,Select Remarketing Group Llc/Anderson Financial,1375,400,2015-06-07,North Carolina
2011,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap4bm510671,32471,Nissan Infiniti Lt,18800,20400,2015-03-04,Florida
2010,Honda,Civic,LX,Sedan,Automatic,2hgfa1f56ah575167,47324,First State Bank,9350,7000,2015-02-11,Tennessee
2009,Hyundai,Santa Fe,GLS,SUV,Automatic,5nmsg13d89h260295,94331,Capital One Auto Finance,8025,6800,2015-03-03,Massachusetts
2013,Porsche,911,Carrera,Coupe,Automatic,wp0aa2a94ds107587,11655,Porsche Financial Services,63000,73500,2015-01-15,California
2009,GMC,Acadia,SLT-1,SUV,Automatic,1gkev23d79j182244,134398,Kar Motors Inc,10550,9900,2015-01-20,Maryland
1997,Cadillac,Seville,STS,Sedan,Automatic,1g6ky5292vu800621,136878,Autonation Acura Sanford,575,400,2015-01-06,Florida
2007,Mercedes-Benz,S-Class,S550,sedan,Automatic,wddng71x27a107325,209876,High Bid Trading Co Inc,10500,11250,2015-06-03,California
2003,Infiniti,G35,Base,Sedan,Automatic,jnkcv51e83m322872,138861,Jpmorgan Chase Bank N.A.,3600,3100,2015-01-22,California
2014,Cadillac,Escalade,Luxury,SUV,Automatic,1gys3bef6er211144,25003,Toyota Of Tampa Bay,48100,48000,2015-01-27,Florida
2014,Chevrolet,Cruze,2LT,Sedan,Automatic,1g1pe5sb3e7339032,27684,Gm Remarketing,12850,13100,2015-06-11,Illinois
2013,Nissan,Sentra,FE+ SV,Sedan,Automatic,3n1ab7ap8dl631092,36094,Bert Ogden Chrysler Ply Dodge Inc,10850,10500,2015-02-11,Texas
2013,Ford,Focus,SE,Sedan,Automatic,1fadp3f23dl341684,57222,The Hertz Corporation,8950,8800,2015-05-21,South Carolina
2005,Chevrolet,TrailBlazer EXT,LS,SUV,Automatic,1gnet16s256137299,157939,Wells Fargo Dealer Services,2400,2300,2015-01-22,Arizona
2014,Kia,Forte,LX,Sedan,Automatic,knafx4a60e5095909,39225,Avis Corporation,11300,11400,2015-02-03,California
2012,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap7cc817856,33834,Nissan-Infiniti Lt,16950,17700,2015-05-26,Georgia
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,Automatic,wddgf4hb9cr214789,51301,Mercedes-Benz Financial Services,19100,17800,2015-02-03,Florida
2012,Nissan,Pathfinder,S,SUV,Automatic,5n1ar1nb7cc607859,22592,Merchants Automotive Group,20900,18000,2015-01-07,Utah
2014,Mercedes-Benz,S-Class,S550,Sedan,Automatic,wddug8cb9ea008193,12159,Mercedes-Benz Finc Wholesale Advantage,80000,78000,2015-02-11,Wisconsin
2013,Chevrolet,Impala,LTZ,Sedan,Automatic,2g1wc5e33d1208054,42980,Enterprise Veh Exchange/Rental,12450,12900,2015-02-03,Florida
2011,Mazda,Mazda3,i Touring,Sedan,Automatic,jm1bl1vg9b1380853,36203,Jpmorgan Chase Bank N.A.,9575,10200,2015-01-14,Pennsylvania
2014,Toyota,Corolla,LE,Sedan,Automatic,2t1burhe8ec126489,15970,Overland West,13850,6500,2015-02-11,Utah
2014,Jeep,Grand Cherokee,Summit,SUV,Automatic,1c4rjfjm7ec299999,16248,Tdaf Remarketing,42300,42500,2014-12-23,Missouri
2013,Ford,F-150,XLT,SuperCab,Automatic,1ftfx1ct7dfb84308,68235,Enterprise Fm Exchange/Tra/Lease,18650,5200,2014-12-30,California
2012,Nissan,Murano,SL,SUV,Automatic,jn8az1mw2cw208465,29660,Nissan-Infiniti Lt,21900,20000,2015-05-27,New Jersey
